,Symbol,Name,EntrezGene.ID,Ensembl.Gene.ID,HomoloGene.ID,HGNC.ID
che-3,che-3,che-3,che-3,che-3,che-3,che-3
che-6,che-6,che-6,che-6,che-6,che-6,che-6
che-7,che-7,che-7,che-7,che-7,che-7,che-7
che-11,che-11,che-11,che-11,che-11,che-11,che-11
che-12,che-12,che-12,che-12,che-12,che-12,che-12
che-13,che-13,che-13,che-13,che-13,che-13,che-13
che-14,che-14,che-14,che-14,che-14,che-14,che-14
chs-1,chs-1,chs-1,chs-1,chs-1,chs-1,chs-1
chs-2,chs-2,chs-2,chs-2,chs-2,chs-2,chs-2
chk-1,chk-1,chk-1,chk-1,chk-1,chk-1,chk-1
chk-2,chk-2,chk-2,chk-2,chk-2,chk-2,chk-2
chn-1,chn-1,chn-1,chn-1,chn-1,chn-1,chn-1
cho-1,cho-1,cho-1,cho-1,cho-1,cho-1,cho-1
chp-1,chp-1,chp-1,chp-1,chp-1,chp-1,chp-1
cht-1,cht-1,cht-1,cht-1,cht-1,cht-1,cht-1
cic-1,cic-1,cic-1,cic-1,cic-1,cic-1,cic-1
cit-1.1,cit-1.1,cit-1.1,cit-1.1,cit-1.1,cit-1.1,cit-1.1
cit-1.2,cit-1.2,cit-1.2,cit-1.2,cit-1.2,cit-1.2,cit-1.2
cka-1,cka-1,cka-1,cka-1,cka-1,cka-1,cka-1
cka-2,cka-2,cka-2,cka-2,cka-2,cka-2,cka-2
ckb-1,ckb-1,ckb-1,ckb-1,ckb-1,ckb-1,ckb-1
ckb-2,ckb-2,ckb-2,ckb-2,ckb-2,ckb-2,ckb-2
ckb-3,ckb-3,ckb-3,ckb-3,ckb-3,ckb-3,ckb-3
ckb-4,ckb-4,ckb-4,ckb-4,ckb-4,ckb-4,ckb-4
ckc-1,ckc-1,ckc-1,ckc-1,ckc-1,ckc-1,ckc-1
cki-1,cki-1,cki-1,cki-1,cki-1,cki-1,cki-1
cki-2,cki-2,cki-2,cki-2,cki-2,cki-2,cki-2
ckk-1,ckk-1,ckk-1,ckk-1,ckk-1,ckk-1,ckk-1
cku-70,cku-70,cku-70,cku-70,cku-70,cku-70,cku-70
cku-80,cku-80,cku-80,cku-80,cku-80,cku-80,cku-80
cky-1,cky-1,cky-1,cky-1,cky-1,cky-1,cky-1
clc-1,clc-1,clc-1,clc-1,clc-1,clc-1,clc-1
clc-2,clc-2,clc-2,clc-2,clc-2,clc-2,clc-2
clc-3,clc-3,clc-3,clc-3,clc-3,clc-3,clc-3
clc-4,clc-4,clc-4,clc-4,clc-4,clc-4,clc-4
clc-5,clc-5,clc-5,clc-5,clc-5,clc-5,clc-5
cle-1,cle-1,cle-1,cle-1,cle-1,cle-1,cle-1
clh-1,clh-1,clh-1,clh-1,clh-1,clh-1,clh-1
clh-2,clh-2,clh-2,clh-2,clh-2,clh-2,clh-2
clh-3,clh-3,clh-3,clh-3,clh-3,clh-3,clh-3
clh-4,clh-4,clh-4,clh-4,clh-4,clh-4,clh-4
clh-5,clh-5,clh-5,clh-5,clh-5,clh-5,clh-5
clh-6,clh-6,clh-6,clh-6,clh-6,clh-6,clh-6
cpi-2,cpi-2,cpi-2,cpi-2,cpi-2,cpi-2,cpi-2
cpi-1,cpi-1,cpi-1,cpi-1,cpi-1,cpi-1,cpi-1
clk-1,clk-1,clk-1,clk-1,clk-1,clk-1,clk-1
clk-2,clk-2,clk-2,clk-2,clk-2,clk-2,clk-2
cln-3.1,cln-3.1,cln-3.1,cln-3.1,cln-3.1,cln-3.1,cln-3.1
cln-3.2,cln-3.2,cln-3.2,cln-3.2,cln-3.2,cln-3.2,cln-3.2
cln-3.3,cln-3.3,cln-3.3,cln-3.3,cln-3.3,cln-3.3,cln-3.3
clp-1,clp-1,clp-1,clp-1,clp-1,clp-1,clp-1
clp-2,clp-2,clp-2,clp-2,clp-2,clp-2,clp-2
clp-3,clp-3,clp-3,clp-3,clp-3,clp-3,clp-3
clp-4,clp-4,clp-4,clp-4,clp-4,clp-4,clp-4
clp-6,clp-6,clp-6,clp-6,clp-6,clp-6,clp-6
clp-7,clp-7,clp-7,clp-7,clp-7,clp-7,clp-7
clr-1,clr-1,clr-1,clr-1,clr-1,clr-1,clr-1
cls-2,cls-2,cls-2,cls-2,cls-2,cls-2,cls-2
clu-1,clu-1,clu-1,clu-1,clu-1,clu-1,clu-1
clx-1,clx-1,clx-1,clx-1,clx-1,clx-1,clx-1
cmd-1,cmd-1,cmd-1,cmd-1,cmd-1,cmd-1,cmd-1
cmk-1,cmk-1,cmk-1,cmk-1,cmk-1,cmk-1,cmk-1
cnb-1,cnb-1,cnb-1,cnb-1,cnb-1,cnb-1,cnb-1
cnc-1,cnc-1,cnc-1,cnc-1,cnc-1,cnc-1,cnc-1
cnc-2,cnc-2,cnc-2,cnc-2,cnc-2,cnc-2,cnc-2
cnc-3,cnc-3,cnc-3,cnc-3,cnc-3,cnc-3,cnc-3
cnc-4,cnc-4,cnc-4,cnc-4,cnc-4,cnc-4,cnc-4
cnc-5,cnc-5,cnc-5,cnc-5,cnc-5,cnc-5,cnc-5
cnc-6,cnc-6,cnc-6,cnc-6,cnc-6,cnc-6,cnc-6
cnd-1,cnd-1,cnd-1,cnd-1,cnd-1,cnd-1,cnd-1
cng-1,cng-1,cng-1,cng-1,cng-1,cng-1,cng-1
cng-3,cng-3,cng-3,cng-3,cng-3,cng-3,cng-3
cnk-1,cnk-1,cnk-1,cnk-1,cnk-1,cnk-1,cnk-1
cnt-1,cnt-1,cnt-1,cnt-1,cnt-1,cnt-1,cnt-1
cnt-2,cnt-2,cnt-2,cnt-2,cnt-2,cnt-2,cnt-2
cnx-1,cnx-1,cnx-1,cnx-1,cnx-1,cnx-1,cnx-1
cof-2,cof-2,cof-2,cof-2,cof-2,cof-2,cof-2
cog-1,cog-1,cog-1,cog-1,cog-1,cog-1,cog-1
cogc-2,cogc-2,cogc-2,cogc-2,cogc-2,cogc-2,cogc-2
coh-1,coh-1,coh-1,coh-1,coh-1,coh-1,coh-1
coh-3,coh-3,coh-3,coh-3,coh-3,coh-3,coh-3
col-2,col-2,col-2,col-2,col-2,col-2,col-2
col-3,col-3,col-3,col-3,col-3,col-3,col-3
col-7,col-7,col-7,col-7,col-7,col-7,col-7
col-8,col-8,col-8,col-8,col-8,col-8,col-8
col-9,col-9,col-9,col-9,col-9,col-9,col-9
col-10,col-10,col-10,col-10,col-10,col-10,col-10
col-12,col-12,col-12,col-12,col-12,col-12,col-12
col-13,col-13,col-13,col-13,col-13,col-13,col-13
col-14,col-14,col-14,col-14,col-14,col-14,col-14
col-17,col-17,col-17,col-17,col-17,col-17,col-17
col-19,col-19,col-19,col-19,col-19,col-19,col-19
col-20,col-20,col-20,col-20,col-20,col-20,col-20
col-33,col-33,col-33,col-33,col-33,col-33,col-33
col-34,col-34,col-34,col-34,col-34,col-34,col-34
col-35,col-35,col-35,col-35,col-35,col-35,col-35
col-36,col-36,col-36,col-36,col-36,col-36,col-36
col-37,col-37,col-37,col-37,col-37,col-37,col-37
col-38,col-38,col-38,col-38,col-38,col-38,col-38
col-39,col-39,col-39,col-39,col-39,col-39,col-39
col-40,col-40,col-40,col-40,col-40,col-40,col-40
col-41,col-41,col-41,col-41,col-41,col-41,col-41
col-43,col-43,col-43,col-43,col-43,col-43,col-43
col-44,col-44,col-44,col-44,col-44,col-44,col-44
col-45,col-45,col-45,col-45,col-45,col-45,col-45
col-46,col-46,col-46,col-46,col-46,col-46,col-46
col-47,col-47,col-47,col-47,col-47,col-47,col-47
col-48,col-48,col-48,col-48,col-48,col-48,col-48
col-49,col-49,col-49,col-49,col-49,col-49,col-49
col-50,col-50,col-50,col-50,col-50,col-50,col-50
col-51,col-51,col-51,col-51,col-51,col-51,col-51
col-52,col-52,col-52,col-52,col-52,col-52,col-52
col-53,col-53,col-53,col-53,col-53,col-53,col-53
col-54,col-54,col-54,col-54,col-54,col-54,col-54
col-55,col-55,col-55,col-55,col-55,col-55,col-55
col-56,col-56,col-56,col-56,col-56,col-56,col-56
col-58,col-58,col-58,col-58,col-58,col-58,col-58
col-60,col-60,col-60,col-60,col-60,col-60,col-60
col-61,col-61,col-61,col-61,col-61,col-61,col-61
col-62,col-62,col-62,col-62,col-62,col-62,col-62
col-63,col-63,col-63,col-63,col-63,col-63,col-63
col-64,col-64,col-64,col-64,col-64,col-64,col-64
col-65,col-65,col-65,col-65,col-65,col-65,col-65
col-68,col-68,col-68,col-68,col-68,col-68,col-68
col-69,col-69,col-69,col-69,col-69,col-69,col-69
H17B01.2,H17B01.2,H17B01.2,H17B01.2,H17B01.2,H17B01.2,H17B01.2
col-71,col-71,col-71,col-71,col-71,col-71,col-71
col-72,col-72,col-72,col-72,col-72,col-72,col-72
col-73,col-73,col-73,col-73,col-73,col-73,col-73
col-74,col-74,col-74,col-74,col-74,col-74,col-74
col-75,col-75,col-75,col-75,col-75,col-75,col-75
col-76,col-76,col-76,col-76,col-76,col-76,col-76
col-77,col-77,col-77,col-77,col-77,col-77,col-77
col-78,col-78,col-78,col-78,col-78,col-78,col-78
col-79,col-79,col-79,col-79,col-79,col-79,col-79
col-80,col-80,col-80,col-80,col-80,col-80,col-80
col-81,col-81,col-81,col-81,col-81,col-81,col-81
col-83,col-83,col-83,col-83,col-83,col-83,col-83
col-84,col-84,col-84,col-84,col-84,col-84,col-84
col-85,col-85,col-85,col-85,col-85,col-85,col-85
col-86,col-86,col-86,col-86,col-86,col-86,col-86
col-87,col-87,col-87,col-87,col-87,col-87,col-87
col-88,col-88,col-88,col-88,col-88,col-88,col-88
col-89,col-89,col-89,col-89,col-89,col-89,col-89
col-90,col-90,col-90,col-90,col-90,col-90,col-90
col-91,col-91,col-91,col-91,col-91,col-91,col-91
col-92,col-92,col-92,col-92,col-92,col-92,col-92
col-93,col-93,col-93,col-93,col-93,col-93,col-93
col-94,col-94,col-94,col-94,col-94,col-94,col-94
col-95,col-95,col-95,col-95,col-95,col-95,col-95
col-96,col-96,col-96,col-96,col-96,col-96,col-96
col-97,col-97,col-97,col-97,col-97,col-97,col-97
col-98,col-98,col-98,col-98,col-98,col-98,col-98
col-99,col-99,col-99,col-99,col-99,col-99,col-99
col-101,col-101,col-101,col-101,col-101,col-101,col-101
col-102,col-102,col-102,col-102,col-102,col-102,col-102
col-103,col-103,col-103,col-103,col-103,col-103,col-103
col-104,col-104,col-104,col-104,col-104,col-104,col-104
col-105,col-105,col-105,col-105,col-105,col-105,col-105
col-106,col-106,col-106,col-106,col-106,col-106,col-106
col-107,col-107,col-107,col-107,col-107,col-107,col-107
col-108,col-108,col-108,col-108,col-108,col-108,col-108
col-109,col-109,col-109,col-109,col-109,col-109,col-109
col-110,col-110,col-110,col-110,col-110,col-110,col-110
col-111,col-111,col-111,col-111,col-111,col-111,col-111
col-113,col-113,col-113,col-113,col-113,col-113,col-113
col-114,col-114,col-114,col-114,col-114,col-114,col-114
col-115,col-115,col-115,col-115,col-115,col-115,col-115
col-116,col-116,col-116,col-116,col-116,col-116,col-116
col-117,col-117,col-117,col-117,col-117,col-117,col-117
col-118,col-118,col-118,col-118,col-118,col-118,col-118
col-119,col-119,col-119,col-119,col-119,col-119,col-119
col-120,col-120,col-120,col-120,col-120,col-120,col-120
col-121,col-121,col-121,col-121,col-121,col-121,col-121
col-122,col-122,col-122,col-122,col-122,col-122,col-122
col-123,col-123,col-123,col-123,col-123,col-123,col-123
col-124,col-124,col-124,col-124,col-124,col-124,col-124
col-125,col-125,col-125,col-125,col-125,col-125,col-125
col-126,col-126,col-126,col-126,col-126,col-126,col-126
col-127,col-127,col-127,col-127,col-127,col-127,col-127
col-128,col-128,col-128,col-128,col-128,col-128,col-128
col-129,col-129,col-129,col-129,col-129,col-129,col-129
col-130,col-130,col-130,col-130,col-130,col-130,col-130
col-131,col-131,col-131,col-131,col-131,col-131,col-131
col-132,col-132,col-132,col-132,col-132,col-132,col-132
col-133,col-133,col-133,col-133,col-133,col-133,col-133
col-135,col-135,col-135,col-135,col-135,col-135,col-135
col-137,col-137,col-137,col-137,col-137,col-137,col-137
col-138,col-138,col-138,col-138,col-138,col-138,col-138
col-139,col-139,col-139,col-139,col-139,col-139,col-139
col-140,col-140,col-140,col-140,col-140,col-140,col-140
col-141,col-141,col-141,col-141,col-141,col-141,col-141
col-142,col-142,col-142,col-142,col-142,col-142,col-142
col-143,col-143,col-143,col-143,col-143,col-143,col-143
col-144,col-144,col-144,col-144,col-144,col-144,col-144
col-145,col-145,col-145,col-145,col-145,col-145,col-145
col-146,col-146,col-146,col-146,col-146,col-146,col-146
col-147,col-147,col-147,col-147,col-147,col-147,col-147
col-148,col-148,col-148,col-148,col-148,col-148,col-148
col-149,col-149,col-149,col-149,col-149,col-149,col-149
col-150,col-150,col-150,col-150,col-150,col-150,col-150
col-151,col-151,col-151,col-151,col-151,col-151,col-151
col-152,col-152,col-152,col-152,col-152,col-152,col-152
col-153,col-153,col-153,col-153,col-153,col-153,col-153
col-154,col-154,col-154,col-154,col-154,col-154,col-154
col-155,col-155,col-155,col-155,col-155,col-155,col-155
col-156,col-156,col-156,col-156,col-156,col-156,col-156
col-157,col-157,col-157,col-157,col-157,col-157,col-157
col-158,col-158,col-158,col-158,col-158,col-158,col-158
col-159,col-159,col-159,col-159,col-159,col-159,col-159
col-160,col-160,col-160,col-160,col-160,col-160,col-160
col-161,col-161,col-161,col-161,col-161,col-161,col-161
col-162,col-162,col-162,col-162,col-162,col-162,col-162
col-163,col-163,col-163,col-163,col-163,col-163,col-163
col-164,col-164,col-164,col-164,col-164,col-164,col-164
col-165,col-165,col-165,col-165,col-165,col-165,col-165
col-166,col-166,col-166,col-166,col-166,col-166,col-166
col-167,col-167,col-167,col-167,col-167,col-167,col-167
col-168,col-168,col-168,col-168,col-168,col-168,col-168
col-169,col-169,col-169,col-169,col-169,col-169,col-169
col-170,col-170,col-170,col-170,col-170,col-170,col-170
col-171,col-171,col-171,col-171,col-171,col-171,col-171
col-172,col-172,col-172,col-172,col-172,col-172,col-172
col-173,col-173,col-173,col-173,col-173,col-173,col-173
col-174,col-174,col-174,col-174,col-174,col-174,col-174
col-175,col-175,col-175,col-175,col-175,col-175,col-175
col-176,col-176,col-176,col-176,col-176,col-176,col-176
col-177,col-177,col-177,col-177,col-177,col-177,col-177
col-178,col-178,col-178,col-178,col-178,col-178,col-178
col-179,col-179,col-179,col-179,col-179,col-179,col-179
col-180,col-180,col-180,col-180,col-180,col-180,col-180
col-181,col-181,col-181,col-181,col-181,col-181,col-181
col-182,col-182,col-182,col-182,col-182,col-182,col-182
col-183,col-183,col-183,col-183,col-183,col-183,col-183
col-184,col-184,col-184,col-184,col-184,col-184,col-184
col-185,col-185,col-185,col-185,col-185,col-185,col-185
col-186,col-186,col-186,col-186,col-186,col-186,col-186
col-187,col-187,col-187,col-187,col-187,col-187,col-187
coq-1,coq-1,coq-1,coq-1,coq-1,coq-1,coq-1
coq-2,coq-2,coq-2,coq-2,coq-2,coq-2,coq-2
coq-3,coq-3,coq-3,coq-3,coq-3,coq-3,coq-3
coq-4,coq-4,coq-4,coq-4,coq-4,coq-4,coq-4
coq-5,coq-5,coq-5,coq-5,coq-5,coq-5,coq-5
coq-6,coq-6,coq-6,coq-6,coq-6,coq-6,coq-6
coq-8,coq-8,coq-8,coq-8,coq-8,coq-8,coq-8
cor-1,cor-1,cor-1,cor-1,cor-1,cor-1,cor-1
cpb-1,cpb-1,cpb-1,cpb-1,cpb-1,cpb-1,cpb-1
cpb-2,cpb-2,cpb-2,cpb-2,cpb-2,cpb-2,cpb-2
cpb-3,cpb-3,cpb-3,cpb-3,cpb-3,cpb-3,cpb-3
cpf-1,cpf-1,cpf-1,cpf-1,cpf-1,cpf-1,cpf-1
cpf-2,cpf-2,cpf-2,cpf-2,cpf-2,cpf-2,cpf-2
cpin-1,cpin-1,cpin-1,cpin-1,cpin-1,cpin-1,cpin-1
cpl-1,cpl-1,cpl-1,cpl-1,cpl-1,cpl-1,cpl-1
cpn-1,cpn-1,cpn-1,cpn-1,cpn-1,cpn-1,cpn-1
cpn-2,cpn-2,cpn-2,cpn-2,cpn-2,cpn-2,cpn-2
cpn-3,cpn-3,cpn-3,cpn-3,cpn-3,cpn-3,cpn-3
cpn-4,cpn-4,cpn-4,cpn-4,cpn-4,cpn-4,cpn-4
cpr-1,cpr-1,cpr-1,cpr-1,cpr-1,cpr-1,cpr-1
cpr-2,cpr-2,cpr-2,cpr-2,cpr-2,cpr-2,cpr-2
cpr-3,cpr-3,cpr-3,cpr-3,cpr-3,cpr-3,cpr-3
cpr-4,cpr-4,cpr-4,cpr-4,cpr-4,cpr-4,cpr-4
cpr-5,cpr-5,cpr-5,cpr-5,cpr-5,cpr-5,cpr-5
cpr-6,cpr-6,cpr-6,cpr-6,cpr-6,cpr-6,cpr-6
cps-6,cps-6,cps-6,cps-6,cps-6,cps-6,cps-6
cpz-1,cpz-1,cpz-1,cpz-1,cpz-1,cpz-1,cpz-1
cpz-2,cpz-2,cpz-2,cpz-2,cpz-2,cpz-2,cpz-2
crb-1,crb-1,crb-1,crb-1,crb-1,crb-1,crb-1
crh-1,crh-1,crh-1,crh-1,crh-1,crh-1,crh-1
crn-1,crn-1,crn-1,crn-1,crn-1,crn-1,crn-1
crn-2,crn-2,crn-2,crn-2,crn-2,crn-2,crn-2
crn-3,crn-3,crn-3,crn-3,crn-3,crn-3,crn-3
crn-4,crn-4,crn-4,crn-4,crn-4,crn-4,crn-4
crn-5,crn-5,crn-5,crn-5,crn-5,crn-5,crn-5
crn-6,crn-6,crn-6,crn-6,crn-6,crn-6,crn-6
cars-1,cars-1,cars-1,cars-1,cars-1,cars-1,cars-1
crt-1,crt-1,crt-1,crt-1,crt-1,crt-1,crt-1
csb-1,csb-1,csb-1,csb-1,csb-1,csb-1,csb-1
csc-1,csc-1,csc-1,csc-1,csc-1,csc-1,csc-1
csk-1,csk-1,csk-1,csk-1,csk-1,csk-1,csk-1
csn-1,csn-1,csn-1,csn-1,csn-1,csn-1,csn-1
csn-2,csn-2,csn-2,csn-2,csn-2,csn-2,csn-2
csn-3,csn-3,csn-3,csn-3,csn-3,csn-3,csn-3
csn-4,csn-4,csn-4,csn-4,csn-4,csn-4,csn-4
csn-5,csn-5,csn-5,csn-5,csn-5,csn-5,csn-5
csn-6,csn-6,csn-6,csn-6,csn-6,csn-6,csn-6
csp-1,csp-1,csp-1,csp-1,csp-1,csp-1,csp-1
csp-2,csp-2,csp-2,csp-2,csp-2,csp-2,csp-2
csp-3,csp-3,csp-3,csp-3,csp-3,csp-3,csp-3
csq-1,csq-1,csq-1,csq-1,csq-1,csq-1,csq-1
ctb-1,ctb-1,ctb-1,ctb-1,ctb-1,ctb-1,ctb-1
ctl-1,ctl-1,ctl-1,ctl-1,ctl-1,ctl-1,ctl-1
ctl-2,ctl-2,ctl-2,ctl-2,ctl-2,ctl-2,ctl-2
ctn-1,ctn-1,ctn-1,ctn-1,ctn-1,ctn-1,ctn-1
cts-1,cts-1,cts-1,cts-1,cts-1,cts-1,cts-1
cua-1,cua-1,cua-1,cua-1,cua-1,cua-1,cua-1
cuc-1,cuc-1,cuc-1,cuc-1,cuc-1,cuc-1,cuc-1
cul-1,cul-1,cul-1,cul-1,cul-1,cul-1,cul-1
cul-2,cul-2,cul-2,cul-2,cul-2,cul-2,cul-2
cul-3,cul-3,cul-3,cul-3,cul-3,cul-3,cul-3
cul-4,cul-4,cul-4,cul-4,cul-4,cul-4,cul-4
cul-5,cul-5,cul-5,cul-5,cul-5,cul-5,cul-5
cul-6,cul-6,cul-6,cul-6,cul-6,cul-6,cul-6
cup-2,cup-2,cup-2,cup-2,cup-2,cup-2,cup-2
cup-4,cup-4,cup-4,cup-4,cup-4,cup-4,cup-4
cup-5,cup-5,cup-5,cup-5,cup-5,cup-5,cup-5
cut-1,cut-1,cut-1,cut-1,cut-1,cut-1,cut-1
cut-6,cut-6,cut-6,cut-6,cut-6,cut-6,cut-6
cux-7,cux-7,cux-7,cux-7,cux-7,cux-7,cux-7
cwn-1,cwn-1,cwn-1,cwn-1,cwn-1,cwn-1,cwn-1
cwn-2,cwn-2,cwn-2,cwn-2,cwn-2,cwn-2,cwn-2
cwp-1,cwp-1,cwp-1,cwp-1,cwp-1,cwp-1,cwp-1
cwp-2,cwp-2,cwp-2,cwp-2,cwp-2,cwp-2,cwp-2
cwp-3,cwp-3,cwp-3,cwp-3,cwp-3,cwp-3,cwp-3
cwp-4,cwp-4,cwp-4,cwp-4,cwp-4,cwp-4,cwp-4
cya-1,cya-1,cya-1,cya-1,cya-1,cya-1,cya-1
cya-2,cya-2,cya-2,cya-2,cya-2,cya-2,cya-2
cyb-1,cyb-1,cyb-1,cyb-1,cyb-1,cyb-1,cyb-1
cyb-2.1,cyb-2.1,cyb-2.1,cyb-2.1,cyb-2.1,cyb-2.1,cyb-2.1
cyb-2.2,cyb-2.2,cyb-2.2,cyb-2.2,cyb-2.2,cyb-2.2,cyb-2.2
cyb-3,cyb-3,cyb-3,cyb-3,cyb-3,cyb-3,cyb-3
cyc-1,cyc-1,cyc-1,cyc-1,cyc-1,cyc-1,cyc-1
cyd-1,cyd-1,cyd-1,cyd-1,cyd-1,cyd-1,cyd-1
cye-1,cye-1,cye-1,cye-1,cye-1,cye-1,cye-1
cyk-1,cyk-1,cyk-1,cyk-1,cyk-1,cyk-1,cyk-1
cyk-3,cyk-3,cyk-3,cyk-3,cyk-3,cyk-3,cyk-3
cyk-4,cyk-4,cyk-4,cyk-4,cyk-4,cyk-4,cyk-4
cyl-1,cyl-1,cyl-1,cyl-1,cyl-1,cyl-1,cyl-1
cyn-1,cyn-1,cyn-1,cyn-1,cyn-1,cyn-1,cyn-1
cyn-2,cyn-2,cyn-2,cyn-2,cyn-2,cyn-2,cyn-2
cyn-3,cyn-3,cyn-3,cyn-3,cyn-3,cyn-3,cyn-3
cyn-4,cyn-4,cyn-4,cyn-4,cyn-4,cyn-4,cyn-4
cyn-5,cyn-5,cyn-5,cyn-5,cyn-5,cyn-5,cyn-5
cyn-6,cyn-6,cyn-6,cyn-6,cyn-6,cyn-6,cyn-6
cyn-7,cyn-7,cyn-7,cyn-7,cyn-7,cyn-7,cyn-7
cyn-8,cyn-8,cyn-8,cyn-8,cyn-8,cyn-8,cyn-8
cyn-9,cyn-9,cyn-9,cyn-9,cyn-9,cyn-9,cyn-9
cyn-10,cyn-10,cyn-10,cyn-10,cyn-10,cyn-10,cyn-10
cyn-11,cyn-11,cyn-11,cyn-11,cyn-11,cyn-11,cyn-11
cyn-12,cyn-12,cyn-12,cyn-12,cyn-12,cyn-12,cyn-12
cyn-13,cyn-13,cyn-13,cyn-13,cyn-13,cyn-13,cyn-13
sig-7,sig-7,sig-7,sig-7,sig-7,sig-7,sig-7
cyn-15,cyn-15,cyn-15,cyn-15,cyn-15,cyn-15,cyn-15
cyn-16,cyn-16,cyn-16,cyn-16,cyn-16,cyn-16,cyn-16
cyn-17,cyn-17,cyn-17,cyn-17,cyn-17,cyn-17,cyn-17
dab-1,dab-1,dab-1,dab-1,dab-1,dab-1,dab-1
dac-1,dac-1,dac-1,dac-1,dac-1,dac-1,dac-1
dad-1,dad-1,dad-1,dad-1,dad-1,dad-1,dad-1
daf-1,daf-1,daf-1,daf-1,daf-1,daf-1,daf-1
daf-2,daf-2,daf-2,daf-2,daf-2,daf-2,daf-2
daf-3,daf-3,daf-3,daf-3,daf-3,daf-3,daf-3
daf-4,daf-4,daf-4,daf-4,daf-4,daf-4,daf-4
daf-5,daf-5,daf-5,daf-5,daf-5,daf-5,daf-5
daf-6,daf-6,daf-6,daf-6,daf-6,daf-6,daf-6
daf-7,daf-7,daf-7,daf-7,daf-7,daf-7,daf-7
daf-8,daf-8,daf-8,daf-8,daf-8,daf-8,daf-8
daf-9,daf-9,daf-9,daf-9,daf-9,daf-9,daf-9
daf-10,daf-10,daf-10,daf-10,daf-10,daf-10,daf-10
daf-11,daf-11,daf-11,daf-11,daf-11,daf-11,daf-11
daf-12,daf-12,daf-12,daf-12,daf-12,daf-12,daf-12
daf-14,daf-14,daf-14,daf-14,daf-14,daf-14,daf-14
daf-15,daf-15,daf-15,daf-15,daf-15,daf-15,daf-15
daf-16,daf-16,daf-16,daf-16,daf-16,daf-16,daf-16
daf-18,daf-18,daf-18,daf-18,daf-18,daf-18,daf-18
daf-19,daf-19,daf-19,daf-19,daf-19,daf-19,daf-19
daf-21,daf-21,daf-21,daf-21,daf-21,daf-21,daf-21
daf-25,daf-25,daf-25,daf-25,daf-25,daf-25,daf-25
daf-28,daf-28,daf-28,daf-28,daf-28,daf-28,daf-28
daf-31,daf-31,daf-31,daf-31,daf-31,daf-31,daf-31
dao-2,dao-2,dao-2,dao-2,dao-2,dao-2,dao-2
dao-3,dao-3,dao-3,dao-3,dao-3,dao-3,dao-3
dao-4,dao-4,dao-4,dao-4,dao-4,dao-4,dao-4
dao-5,dao-5,dao-5,dao-5,dao-5,dao-5,dao-5
dao-6,dao-6,dao-6,dao-6,dao-6,dao-6,dao-6
dap-3,dap-3,dap-3,dap-3,dap-3,dap-3,dap-3
dat-1,dat-1,dat-1,dat-1,dat-1,dat-1,dat-1
daz-1,daz-1,daz-1,daz-1,daz-1,daz-1,daz-1
dbl-1,dbl-1,dbl-1,dbl-1,dbl-1,dbl-1,dbl-1
dbr-1,dbr-1,dbr-1,dbr-1,dbr-1,dbr-1,dbr-1
dcp-66,dcp-66,dcp-66,dcp-66,dcp-66,dcp-66,dcp-66
dcr-1,dcr-1,dcr-1,dcr-1,dcr-1,dcr-1,dcr-1
dcs-1,dcs-1,dcs-1,dcs-1,dcs-1,dcs-1,dcs-1
ddp-1,ddp-1,ddp-1,ddp-1,ddp-1,ddp-1,ddp-1
deb-1,deb-1,deb-1,deb-1,deb-1,deb-1,deb-1
deg-1,deg-1,deg-1,deg-1,deg-1,deg-1,deg-1
deg-3,deg-3,deg-3,deg-3,deg-3,deg-3,deg-3
del-1,del-1,del-1,del-1,del-1,del-1,del-1
del-2,del-2,del-2,del-2,del-2,del-2,del-2
des-2,des-2,des-2,des-2,des-2,des-2,des-2
dgk-1,dgk-1,dgk-1,dgk-1,dgk-1,dgk-1,dgk-1
dgk-2,dgk-2,dgk-2,dgk-2,dgk-2,dgk-2,dgk-2
dgk-3,dgk-3,dgk-3,dgk-3,dgk-3,dgk-3,dgk-3
dgn-1,dgn-1,dgn-1,dgn-1,dgn-1,dgn-1,dgn-1
dhc-1,dhc-1,dhc-1,dhc-1,dhc-1,dhc-1,dhc-1
dhp-1,dhp-1,dhp-1,dhp-1,dhp-1,dhp-1,dhp-1
dhp-2,dhp-2,dhp-2,dhp-2,dhp-2,dhp-2,dhp-2
dhs-1,dhs-1,dhs-1,dhs-1,dhs-1,dhs-1,dhs-1
dhs-2,dhs-2,dhs-2,dhs-2,dhs-2,dhs-2,dhs-2
dhs-3,dhs-3,dhs-3,dhs-3,dhs-3,dhs-3,dhs-3
dhs-4,dhs-4,dhs-4,dhs-4,dhs-4,dhs-4,dhs-4
dhs-5,dhs-5,dhs-5,dhs-5,dhs-5,dhs-5,dhs-5
dhs-6,dhs-6,dhs-6,dhs-6,dhs-6,dhs-6,dhs-6
dhs-7,dhs-7,dhs-7,dhs-7,dhs-7,dhs-7,dhs-7
dhs-8,dhs-8,dhs-8,dhs-8,dhs-8,dhs-8,dhs-8
dhs-9,dhs-9,dhs-9,dhs-9,dhs-9,dhs-9,dhs-9
dhs-11,dhs-11,dhs-11,dhs-11,dhs-11,dhs-11,dhs-11
dhs-12,dhs-12,dhs-12,dhs-12,dhs-12,dhs-12,dhs-12
dhs-13,dhs-13,dhs-13,dhs-13,dhs-13,dhs-13,dhs-13
